,MAKE,MODEL,YEAR,Recall,Predict_Recall,Probability_Recall,complaint_count,crash_ratio,keybert_safety_score,median_mileage,complaints_first_12m,recall_count,first_complaint_date,shap_keybert_safety_score,shap_median_mileage,shap_complaints_first_12m_ratio
453,INFINITI,QX60,2023,1,1,0.798006705,47,0,13,38000,23,3,2022-12-20,-0.545262421,0.015917392,1.46294098
454,INFINITI,QX60,2024,1,0,0.399905144,28,0.107142857,11,35000,6,3,2024-06-12,-0.665239459,0.048942669,-0.229850115
455,INFINITI,QX60,2025,1,1,0.709880336,15,0,2,0,15,1,2025-01-17,-1.205136126,0.434237567,1.225414956
456,INFINITI,QX80,2025,1,0,0.434035448,13,0.076923077,1,3000,4,3,2024-12-26,-1.265124645,0.40121229,0.158220571
457,JAGUAR,I-PACE,2024,1,0,0.336163292,10,0,0,0,0,2,2025-07-07,-1.325113163,0.434237567,-0.229850115
458,JEEP,CHEROKEE,2022,1,0,0.456441073,65,0.030769231,15,39050,5,3,2022-09-11,-0.425285384,0.004358545,-0.194038222
459,JEEP,COMPASS,2022,1,1,0.841201303,379,0.044854881,35,10000,50,4,2022-04-05,0.774484988,0.32415331,0.128268807
460,JEEP,COMPASS,2023,1,1,0.689541169,75,0.08,24,8813.5,22,2,2023-03-26,0.114611284,0.337214807,-0.094137534
461,JEEP,COMPASS,2024,0,1,0.621368937,92,0.097826087,21,12000,6,,2024-10-05,-0.065354272,0.302136459,-0.181706007
462,JEEP,COMPASS,2025,0,1,0.590867513,36,0.166666667,18,15865.5,17,,2024-12-04,-0.245319828,0.25958339,-0.086997323
463,JEEP,GLADIATOR,2022,1,1,0.727667971,163,0.030674847,29,16700,15,7,2022-05-24,0.414553877,0.250396858,-0.122414438
464,JEEP,GLADIATOR,2023,1,1,0.528730207,68,0,19,38000,12,5,2023-05-28,-0.18533131,0.015917392,-0.155825071
465,JEEP,GLADIATOR,2024,1,0,0.499805025,19,0,15,20000,0,1,2025-02-20,-0.425285384,0.214069054,-0.229850115
466,JEEP,GLADIATOR,2025,0,1,0.537387635,16,0.0625,13,0,6,,2025-05-16,-0.545262421,0.434237567,-0.179431482
467,JEEP,GRAND CHEROKEE,2022,1,1,0.849773426,448,0.029017857,45,26000,0,11,2023-06-17,1.374370175,0.1480185,-0.229850115
468,JEEP,GRAND CHEROKEE,2023,1,1,0.937409969,642,0.040498442,45,13200,135,19,2022-10-25,1.374370175,0.288926348,0.602931631
469,JEEP,GRAND CHEROKEE,2024,1,1,0.849693513,395,0.025316456,36,12000,48,14,2024-01-01,0.834473507,0.302136459,0.155302746
470,JEEP,GRAND CHEROKEE,2025,1,1,0.795324107,102,0.068627451,26,3900,62,3,2025-04-11,0.234588321,0.391304707,0.29114242
471,JEEP,GRAND CHEROKEE 4XE,2022,1,1,0.845435882,254,0.070866142,33,6600,66,11,2022-02-24,0.654507951,0.361581958,0.242866862
472,JEEP,GRAND CHEROKEE 4XE,2023,1,1,0.758181558,157,0.006369427,27,568,34,2,2023-03-03,0.294576839,0.427984781,-0.02011249
473,JEEP,GRAND CHEROKEE 4XE,2024,1,1,0.601361057,46,0.02173913,16,15000,37,2,2024-02-28,-0.365296865,0.269111182,0.067038549
474,JEEP,GRAND CHEROKEE L,2022,1,1,0.55242527,109,0.027522936,28,71651,0,3,2024-12-11,0.354565358,-0.35452714,-0.229850115
475,JEEP,GRAND CHEROKEE L,2023,1,1,0.60655718,94,0.042553191,27,46000,0,5,2024-12-16,0.294576839,-0.072150013,-0.229850115
476,JEEP,GRAND CHEROKEE L,2024,1,1,0.575685272,56,0.053571429,18,10750,3,6,2024-12-29,-0.245319828,0.315896991,-0.205778061
477,JEEP,GRAND CHEROKEE L,2025,1,1,0.646714539,46,0.173913043,17,1857,34,1,2025-02-24,-0.305308347,0.41379492,0.055855469
478,JEEP,GRAND WAGONEER,2022,1,1,0.734486277,104,0.028846154,32,32500,19,9,2022-01-05,0.594519432,0.076463733,-0.093764924
479,JEEP,GRAND WAGONEER,2023,1,1,0.704495233,75,0.08,26,5994,9,7,2023-08-02,0.234588321,0.368253064,-0.174331332
480,JEEP,GRAND WAGONEER,2024,1,1,0.583683365,49,0,17,132,0,6,2025-01-28,-0.305308347,0.432784455,-0.229850115
481,JEEP,RENEGADE,2022,1,1,0.565757786,42,0.023809524,17,12000,8,2,2022-08-01,-0.305308347,0.302136459,-0.172551087
482,JEEP,RENEGADE,2023,1,0,0.372009393,43,0,5,13000,0,2,2024-05-17,-1.02517057,0.291128033,-0.229850115
483,JEEP,WAGONEER,2022,1,1,0.78472144,362,0.052486188,34,32000,40,9,2022-01-06,0.71449647,0.081967946,0.056645022
484,JEEP,WAGONEER,2023,1,1,0.699966968,153,0.052287582,30,32000,13,7,2023-06-05,0.474542395,0.081967946,-0.149656317
485,JEEP,WAGONEER,2024,1,1,0.669646876,76,0.013157895,23,11000,16,6,2024-01-29,0.054622765,0.313144885,-0.101465828
486,JEEP,WAGONEER S,2024,1,1,0.598532482,55,0.109090909,18,0,0,5,2025-06-06,-0.245319828,0.434237567,-0.229850115
487,JEEP,WAGONEER S,2025,1,1,0.686608637,78,0,19,250,39,6,2025-05-19,-0.18533131,0.43148546,0.097870996
488,JEEP,WRANGLER,2022,1,1,0.894550088,584,0.051369863,39,18300,95,14,2022-03-05,1.014439063,0.232783377,0.450575836
489,JEEP,WRANGLER,2023,1,1,0.907580106,532,0.030075188,39,11000,121,13,2022-11-17,1.014439063,0.313144885,0.51656908
490,JEEP,WRANGLER,2024,1,1,0.843439189,1283,0.014029618,39,14500,23,10,2023-09-20,1.014439063,0.274615395,-0.045297702
491,JEEP,WRANGLER,2025,1,1,0.774854555,93,0.043010753,22,0,71,3,2025-07-15,-0.005365754,0.434237567,0.366770369
492,JEEP,WRANGLER 4XE,2024,1,1,0.902319507,357,0.014005602,33,13000,133,3,2023-10-29,0.654507951,0.291128033,0.837344271
493,JEEP,WRANGLER 4XE,2025,1,0,0.348261747,10,0.3,1,8200,10,2,2025-02-21,-1.265124645,0.343968477,-0.145819061
494,KIA,CARNIVAL,2022,1,1,0.792381437,174,0.040229885,28,1875,60,6,2021-05-12,0.354565358,0.413596769,0.13089165
495,KIA,CARNIVAL,2023,1,1,0.544030221,57,0.01754386,16,20000,27,4,2022-07-01,-0.365296865,0.214069054,-0.112480467
496,KIA,CARNIVAL,2024,1,1,0.689313415,87,0.034482759,23,3500,31,2,2023-06-15,0.054622765,0.395708077,-0.093705975
497,KIA,CARNIVAL,2025,1,1,0.732713739,150,0,24,600,55,1,2024-07-23,0.114611284,0.427632511,0.025904531
498,KIA,CARNIVAL,2026,1,0,0.481113018,24,0,5,0,12,2,2025-08-10,-1.02517057,0.434237567,0.075062567
499,KIA,CARNIVAL HYBRID,2025,0,1,0.520176905,81,0.037037037,8,2750,67,,2024-11-11,-0.845205014,0.403964396,0.081705545
500,KIA,EV6,2022,1,1,0.789164368,411,0.060827251,32,9600,31,3,2022-04-04,0.594519432,0.328556681,-0.04346687
501,KIA,EV6,2023,1,1,0.692918638,200,0.01,25,8000,19,3,2023-05-26,0.174599802,0.346170162,-0.147256659
502,KIA,EV6,2024,1,1,0.643273167,116,0.077586207,20,0,16,2,2024-03-12,-0.125342791,0.434237567,-0.159582172
503,KIA,EV6,2025,0,1,0.544497715,74,0.027027027,13,0,17,,2025-08-16,-0.545262421,0.434237567,-0.150798679
504,KIA,EV9,2024,1,1,0.844990667,333,0.003003003,26,7606,205,6,2024-02-21,0.234588321,0.350507481,0.670457906
505,KIA,EV9,2025,1,1,0.588659982,28,0,16,0,17,3,2025-01-20,-0.365296865,0.434237567,-0.150798679
506,KIA,EV9,2026,1,1,0.545145388,20,0,6,600,20,1,2026-01-09,-0.965182052,0.427632511,0.278337688
507,KIA,FORTE,2022,1,1,0.525610122,37,0.135135135,15,12800,4,1,2021-12-02,-0.425285384,0.293329719,-0.205800664
508,KIA,FORTE,2023,1,1,0.591503501,91,0.142857143,20,25000,29,3,2022-12-20,-0.125342791,0.159026926,-0.103786419
509,KIA,FORTE,2024,0,0,0.37972937,39,0.282051282,5,14000,10,,2024-03-03,-1.02517057,0.280119608,-0.18593265
510,KIA,K4,2025,1,1,0.650807163,62,0.241935484,19,800,37,2,2025-03-03,-0.18533131,0.425430826,-0.057796989
511,KIA,K5,2022,1,1,0.784897529,202,0.148514851,38,42970,28,5,2021-06-09,0.954450544,-0.038794483,-0.061503958
512,KIA,K5,2023,1,1,0.724903759,132,0.075757576,31,27000,20,4,2022-10-11,0.534530914,0.137010074,-0.142909635
513,KIA,K5,2024,1,1,0.570244993,36,0.027777778,17,10719,14,2,2023-12-04,-0.305308347,0.316238252,-0.168365664
514,KIA,K5,2025,1,1,0.663978443,59,0.101694915,21,3429,30,2,2024-08-08,-0.065354272,0.396489675,-0.090347581
515,KIA,K5,2026,1,0,0.453265186,11,0,4,99.5,10,1,2025-12-04,-1.085159089,0.433142229,0.024243787
516,KIA,NIRO,2022,1,0,0.406626134,36,0.166666667,13,45000,3,1,2022-04-27,-0.545262421,-0.061141588,-0.211813026
517,KIA,NIRO,2023,1,1,0.65870078,64,0.21875,21,400,19,2,2023-03-30,-0.065354272,0.429834197,-0.147256659
518,KIA,NIRO,2024,1,1,0.542225158,12,0.25,16,9999,0,1,2025-02-14,-0.365296865,0.324164319,-0.229850115
519,KIA,NIRO,2025,1,0,0.313473666,16,0.125,4,35000,9,1,2025-03-17,-1.085159089,0.048942669,-0.187999354
520,KIA,NIRO EV,2022,1,1,0.500244751,45,0.111111111,12,9500,11,2,2021-09-28,-0.60525094,0.329657523,-0.163714124
521,KIA,NIRO EV,2023,1,1,0.521546967,27,0.148148148,14,9015,6,3,2023-02-13,-0.485273903,0.33499661,-0.203767971
522,KIA,NIRO PHEV,2022,1,0,0.390653951,16,0,6,14000,5,1,2022-03-10,-0.965182052,0.280119608,-0.199788301
523,KIA,NIRO PHEV,2023,1,0,0.350379042,10,0,1,1300,4,2,2023-05-19,-1.265124645,0.419926614,-0.212462019
524,KIA,RIO,2022,1,0,0.250377107,12,0.25,6,70500,0,1,2023-01-23,-0.965182052,-0.341856442,-0.229850115
525,KIA,RIO,2023,0,0,0.206658264,20,0,7,100900,6,,2023-03-16,-0.905193533,-0.676512582,-0.203767971
526,KIA,SELTOS,2022,1,1,0.699101978,89,0.08988764,31,36000,10,1,2021-12-15,0.534530914,0.037934243,-0.169726487
527,KIA,SELTOS,2023,1,0,0.479998751,74,0.067567568,18,50656.5,18,2,2022-09-01,-0.245319828,-0.123410747,-0.151603683
528,KIA,SELTOS,2024,1,1,0.561395687,57,0.122807018,15,300,7,2,2023-08-22,-0.425285384,0.430935039,-0.199107889
529,KIA,SELTOS,2025,0,0,0.41726872,14,0.214285714,5,0,10,,2024-11-10,-1.02517057,0.434237567,-0.18334927
530,KIA,SORENTO,2022,1,1,0.87006986,271,0.014760148,42,26000,58,6,2022-01-11,1.194404619,0.1480185,0.118866924
531,KIA,SORENTO,2023,1,1,0.788328553,168,0.023809524,33,12000,34,3,2022-11-30,0.654507951,0.302136459,-0.082051299
532,KIA,SORENTO,2024,1,1,0.604947854,50,0.24,23,27208.5,6,2,2024-03-11,0.054622765,0.134714817,-0.203499636
533,KIA,SORENTO,2025,1,1,0.778840529,108,0.111111111,27,530,70,3,2024-11-22,0.294576839,0.428403101,0.095655798
534,KIA,SORENTO HYBRID,2022,1,0,0.448522368,19,0,10,12000,1,4,2022-11-04,-0.725227977,0.302136459,-0.223837752
535,KIA,SORENTO HYBRID,2023,1,1,0.598035908,52,0.019230769,19,12350,17,2,2023-01-25,-0.18533131,0.29828351,-0.155950707
536,KIA,SORENTO HYBRID,2025,1,1,0.506494702,54,0.018518519,10,2150,28,2,2025-02-17,-0.725227977,0.410569452,-0.099647749
537,KIA,SORENTO PHEV,2022,1,0,0.466161717,35,0.028571429,11,17000,12,5,2022-04-14,-0.665239459,0.247094331,-0.157701762
538,KIA,SORENTO PHEV,2023,1,0,0.286278083,14,0,5,50000,4,2,2022-11-17,-1.02517057,-0.116183716,-0.212462019
539,KIA,SOUL,2022,1,1,0.571234487,128,0.0390625,25,50000,3,1,2021-10-12,0.174599802,-0.116183716,-0.211813026
540,KIA,SOUL,2023,1,1,0.692926277,82,0.109756098,26,17000,28,4,2022-09-25,0.234588321,0.247094331,-0.108133443
541,KIA,SOUL,2024,0,1,0.563958696,38,0,16,6000,10,,2024-06-23,-0.365296865,0.368187013,-0.18593265
542,KIA,SOUL,2025,0,0,0.413880604,14,0.285714286,5,0,7,,2025-07-02,-1.02517057,0.434237567,-0.197299523
543,KIA,SPORTAGE,2022,1,1,0.712109979,59,0.169491525,30,26500,13,1,2022-01-09,0.474542395,0.142514287,-0.151689399
544,KIA,SPORTAGE,2023,1,1,0.896823118,292,0.140410959,42,15250,113,6,2022-04-18,1.194404619,0.266359076,0.261363594
545,KIA,SPORTAGE,2024,1,1,0.672476569,91,0.186813187,26,22500,20,3,2023-10-23,0.234588321,0.18654799,-0.142015186
546,KIA,SPORTAGE,2025,1,1,0.688238035,76,0.078947368,21,3500,54,1,2025-02-26,-0.065354272,0.395708077,0.021254447
547,KIA,SPORTAGE,2026,1,1,0.614499061,23,0.304347826,12,465,17,1,2025-07-29,-0.60525094,0.429118649,0.202109518
548,KIA,SPORTAGE HYBRID,2023,1,1,0.804725535,149,0.033557047,32,1700,45,1,2022-09-01,0.594519432,0.415523243,-0.034234036
549,KIA,SPORTAGE HYBRID,2024,0,1,0.6069227,31,0.096774194,18,3200,16,,2024-03-15,-0.245319828,0.399010605,-0.159582172
550,KIA,SPORTAGE HYBRID,2025,0,1,0.590910047,25,0.32,16,0,19,,2024-12-30,-0.365296865,0.434237567,-0.14149851
551,KIA,SPORTAGE PHEV,2023,1,0,0.424941419,25,0,7,5000,3,2,2023-06-20,-0.905193533,0.379195439,-0.216809043
552,KIA,SPORTAGE PHEV,2024,1,0,0.487549636,17,0.294117647,10,0,7,1,2024-09-28,-0.725227977,0.434237567,-0.199107889
553,KIA,STINGER,2022,1,0,0.499367907,16,0,11,0,3,1,2021-06-05,-0.665239459,0.434237567,-0.211813026
554,KIA,TELLURIDE,2022,1,1,0.886676875,386,0.038860104,40,31000,113,6,2021-07-14,1.074427581,0.092976372,0.449546874
555,KIA,TELLURIDE,2023,1,1,0.860493795,278,0.039568345,36,7000.5,96,5,2022-12-16,0.834473507,0.357173083,0.187464187
556,KIA,TELLURIDE,2024,1,1,0.89319431,283,0.021201413,38,5000,132,4,2023-07-31,0.954450544,0.379195439,0.349860416
557,KIA,TELLURIDE,2025,1,1,0.708316469,83,0.060240964,25,6500,30,3,2024-11-04,0.174599802,0.3626828,-0.090347581
558,LAND ROVER,DEFENDER,2022,1,1,0.85441637,82,0.036585366,19,8000,19,5,2021-11-03,-0.18533131,0.346170162,1.168542528
559,LAND ROVER,DEFENDER,2023,1,1,0.8489119,95,0,21,40000,29,8,2022-05-23,-0.065354272,-0.006099459,1.357259484
560,LAND ROVER,DEFENDER,2024,1,1,0.750911451,34,0,12,4500,12,5,2023-11-29,-0.60525094,0.384699651,0.883744027
561,LAND ROVER,DEFENDER,2025,1,1,0.50322692,15,0,8,0,2,1,2025-07-09,-0.845205014,0.434237567,-0.016411237
562,LAND ROVER,DISCOVERY,2024,1,0,0.39946996,11,0,3,0,1,2,2024-07-16,-1.145147608,0.434237567,-0.137050603
563,LAND ROVER,RANGE ROVER,2023,1,0,0.493308226,31,0.064516129,10,15000,4,8,2023-04-27,-0.725227977,0.269111182,-0.010938446
564,LAND ROVER,RANGE ROVER,2024,1,1,0.552865463,16,0.4375,11,21000,5,7,2024-04-03,-0.665239459,0.203060628,0.234147444
565,LAND ROVER,RANGE ROVER SPORT,2022,1,0,0.336603241,24,0,10,61000,1,6,2022-04-05,-0.725227977,-0.237276398,-0.156250502
566,LAND ROVER,RANGE ROVER SPORT,2023,1,0,0.367884061,38,0.052631579,6,30000,2,6,2022-11-22,-0.965182052,0.103984797,-0.12039428
567,LAND ROVER,RANGE ROVER SPORT,2024,1,1,0.561426611,17,0,8,1500,5,6,2024-08-01,-0.845205014,0.417724928,0.234147444
568,LAND ROVER,RANGE ROVER SPORT,2025,1,0,0.477488107,11,0.181818182,3,1500,4,3,2025-02-03,-1.145147608,0.417724928,0.19702764
569,LAND ROVER,RANGE ROVER VELAR,2022,1,1,0.583311947,14,0.071428571,6,500,9,3,2022-06-01,-0.965182052,0.428733354,0.432546401
570,LEXUS,ES,2023,1,0,0.348328118,10,0.5,8,50090.5,2,2,2022-11-19,-0.845205014,-0.117179978,-0.104297834
571,LEXUS,GX,2022,0,0,0.424877397,10,0.3,4,0,2,,2022-10-21,-1.085159089,0.434237567,-0.092147613
572,LEXUS,GX,2024,1,1,0.532783203,22,0.045454545,15,8000,0,4,2025-02-19,-0.425285384,0.346170162,-0.229850115
573,LEXUS,GX,2025,1,0,0.4820306,15,0,6,2435,8,2,2025-08-05,-0.965182052,0.40743205,0.045554888
574,LEXUS,LX,2023,1,0,0.406007135,12,0,5,0,0,5,2024-06-13,-1.02517057,0.434237567,-0.229850115
575,LEXUS,NX,2022,1,1,0.569048137,34,0.411764706,19,47748,5,2,2022-09-26,-0.18533131,-0.091392741,0.114406139
576,LEXUS,NX,2023,1,0,0.441085031,16,0.0625,6,9500,3,3,2023-09-16,-0.965182052,0.329657523,-0.041521694
577,LEXUS,NX,2024,1,1,0.799466776,55,0.218181818,28,19000,20,4,2023-07-13,0.354565358,0.225077479,0.363035655
578,LEXUS,NX,2025,1,0,0.467107135,18,0.277777778,4,6355,11,5,2024-10-04,-1.085159089,0.364279022,0.148831764
579,LEXUS,RX,2022,0,0,0.46491473,39,0.256410256,13,21800,0,,2023-07-24,-0.545262421,0.194253888,-0.229850115
580,LEXUS,RX,2023,1,1,0.798724118,68,0.102941176,22,7000,13,3,2023-07-19,-0.005365754,0.357178587,0.58623971
581,LEXUS,RX,2024,1,1,0.743853562,73,0.02739726,22,1624,15,4,2023-12-27,-0.005365754,0.416359884,0.214814213
582,LEXUS,RX,2025,1,1,0.662536341,26,0.307692308,14,106,15,4,2025-03-16,-0.485273903,0.433070674,0.286534265
583,LEXUS,RX350,2022,0,1,0.52604147,11,0.090909091,3,1356,9,,2022-03-22,-1.145147608,0.419310142,0.389811141
584,LEXUS,RZ,2023,1,0,0.467832244,18,0.166666667,6,5400,4,2,2023-10-31,-0.965182052,0.374792068,0.021254447
585,LEXUS,TX,2024,1,1,0.721491302,46,0.108695652,17,14375,26,4,2024-02-25,-0.305308347,0.275991448,0.540901386
586,LEXUS,TX,2025,1,1,0.639664424,33,0,14,3000,13,4,2025-02-23,-0.485273903,0.40121229,0.217683015
587,LEXUS,TX,2026,1,0,0.377429375,10,0,3,0,10,3,2026-03-22,-1.145147608,0.434237567,-0.229850115
588,LINCOLN,AVIATOR,2022,1,1,0.566697825,72,0.097222222,16,34000,8,20,2022-03-14,-0.365296865,0.059951095,0.133450102
589,LINCOLN,AVIATOR,2023,1,1,0.584154953,34,0.029411765,9,20990,12,15,2023-01-03,-0.785216496,0.203170712,0.481612809
590,LINCOLN,AVIATOR,2025,1,1,0.614100593,18,0,5,2000,13,13,2025-02-05,-1.02517057,0.412220716,0.637245324
591,LINCOLN,AVIATOR PHEV,2022,1,0,0.474593172,25,0.24,0,13433,16,1,2022-02-02,-1.325113163,0.286361385,0.496750318
592,LINCOLN,AVIATOR PHEV,2023,0,1,0.552552518,12,0,3,0,12,,2023-07-06,-1.145147608,0.434237567,0.481612809
593,LINCOLN,CORSAIR,2022,1,1,0.759272281,41,0.048780488,23,8680,12,19,2022-03-25,0.054622765,0.338684432,0.31510021
594,LINCOLN,CORSAIR,2023,1,0,0.420381378,18,0,5,0,1,8,2023-07-16,-1.02517057,0.434237567,-0.170561538
595,LINCOLN,CORSAIR,2024,1,0,0.426769182,24,0.125,6,6500,1,4,2024-06-12,-0.965182052,0.3626828,-0.132832443
596,LINCOLN,CORSAIR PHEV,2022,1,0,0.400839021,30,0,6,7400,0,1,2023-03-17,-0.965182052,0.352775217,-0.229850115
597,LINCOLN,CORSAIR PHEV,2023,1,0,0.436945331,12,0,3,4500,5,2,2023-08-18,-1.145147608,0.384699651,0.06659277
598,LINCOLN,NAUTILUS,2023,1,1,0.508979872,14,0.214285714,7,0,5,3,2023-08-17,-0.905193533,0.434237567,0.06659277
599,LINCOLN,NAUTILUS,2024,1,1,0.56417466,33,0.121212121,10,13300,5,7,2024-05-03,-0.725227977,0.287825506,0.255238242
600,LINCOLN,NAUTILUS,2025,1,0,0.456821946,28,0.035714286,5,5400,4,6,2025-10-07,-1.02517057,0.374792068,0.036948482
601,LINCOLN,NAUTILUS HYBRID,2024,1,1,0.501067895,18,0,5,300,4,1,2024-08-13,-1.02517057,0.430935039,0.158220571
602,LINCOLN,NAVIGATOR,2022,1,1,0.507863759,29,0.206896552,14,57000,11,13,2022-07-02,-0.485273903,-0.193242695,0.269687683
603,LINCOLN,NAVIGATOR,2024,1,1,0.575813223,25,0.2,9,12350,6,7,2024-11-04,-0.785216496,0.29828351,0.352255914
604,LINCOLN,NAVIGATOR,2025,1,1,0.514414252,17,0,6,2000,6,6,2025-08-07,-0.965182052,0.412220716,0.17034778
605,MAZDA,CX-30,2022,1,1,0.639693051,51,0.176470588,17,23000,8,1,2022-07-19,-0.305308347,0.181043777,0.258010176
606,MAZDA,CX-30,2023,1,1,0.599381663,39,0.307692308,19,37000,12,1,2023-03-31,-0.18533131,0.026925818,0.121008314
607,MAZDA,CX-30,2024,1,1,0.551809246,41,0.12195122,17,20438.5,10,2,2024-03-16,-0.305308347,0.209241859,-0.136236572
608,MAZDA,CX-30,2025,1,1,0.516995653,43,0.069767442,5,385.5,28,1,2025-02-20,-1.02517057,0.429993819,0.222899019
609,MAZDA,CX-5,2022,0,1,0.819358024,80,0.125,24,3638.5,13,,2022-02-21,0.114611284,0.39418341,0.562922857
610,MAZDA,CX-5,2023,0,1,0.832223784,79,0.164556962,30,4000,18,,2023-01-26,0.474542395,0.390203864,0.296437528
611,MAZDA,CX-5,2024,1,1,0.660065796,53,0.132075472,24,24000,18,,2023-11-08,0.114611284,0.170035351,-0.061345738
612,MAZDA,CX-5,2025,0,1,0.637221239,37,0.135135135,18,4200,13,,2025-01-20,-0.245319828,0.388002179,-0.01964516
613,MAZDA,CX-50,2023,1,1,0.816529387,90,0.188888889,33,48792.5,25,2,2022-05-25,0.654507951,-0.102891042,0.501104944
614,MAZDA,CX-50,2024,1,1,0.626314136,46,0.043478261,19,13522,22,1,2024-04-15,-0.18533131,0.285381635,-0.023900321
615,MAZDA,CX-50,2025,1,1,0.508157602,26,0,10,0,7,4,2025-07-24,-0.725227977,0.434237567,-0.116662831
616,MAZDA,CX-50 HYBRID,2025,1,0,0.435872768,18,0,3,0,15,3,2024-10-28,-1.145147608,0.434237567,0.012694064
617,MAZDA,CX-70,2025,1,1,0.754462009,69,0.028985507,21,5000,37,4,2024-09-26,-0.065354272,0.379195439,0.368425526
618,MAZDA,CX-9,2022,0,0,0.26426227,13,0.076923077,4,53000,0,,2023-01-03,-1.085159089,-0.149208993,-0.229850115
619,MAZDA,CX-9,2023,0,1,0.505415239,15,0.4,11,12100,6,,2023-02-24,-0.665239459,0.301035616,-0.054420901
620,MAZDA,CX-90,2024,1,1,0.892530725,388,0.030927835,38,21000,80,11,2023-05-12,0.954450544,0.203060628,0.519058226
621,MAZDA,CX-90,2025,1,1,0.525103402,33,0.090909091,16,28000,8,2,2024-11-22,-0.365296865,0.126001649,-0.100493219
622,MAZDA,CX-90 PLUG-IN HYBRID,2024,0,1,0.831374812,162,0.092592593,25,3480,87,,2023-08-03,0.174599802,0.395928246,0.584587706
623,MAZDA,CX-90 PLUG-IN HYBRID,2025,0,1,0.50756399,22,0.045454545,7,25,18,,2024-12-21,-0.905193533,0.433962356,0.0612029
624,MAZDA,MAZDA3,2022,0,0,0.497978124,31,0.064516129,3,27287,13,,2022-04-23,-1.145147608,0.133850656,0.562922857
625,MAZDA,MAZDA3,2023,0,1,0.673199435,20,0.4,18,2500,12,,2023-03-22,-0.245319828,0.406716503,0.121008314
626,MAZDA,MAZDA3,2024,1,0,0.440668565,20,0.3,6,1900,11,3,2024-02-05,-0.965182052,0.413321558,-0.126875218
627,MERCEDES-BENZ,AMG EQS,2023,1,0,0.385614188,13,0.384615385,6,20000,6,2,2023-07-04,-0.965182052,0.214069054,-0.154959281
628,MERCEDES-BENZ,AMG GLE53,2022,1,0,0.380722059,20,0,3,6000,3,8,2022-10-16,-1.145147608,0.368187013,-0.149810536
629,MERCEDES-BENZ,AMG GLE53,2023,1,0,0.343157245,12,0.416666667,4,23500,4,3,2022-12-07,-1.085159089,0.175539564,-0.179922892
630,MERCEDES-BENZ,AMG SL63,2022,1,0,0.349678966,10,0,1,0,0,4,2024-03-13,-1.265124645,0.434237567,-0.229850115
631,MERCEDES-BENZ,C 300,2022,1,1,0.546567496,38,0.052631579,12,6000,8,5,2022-06-08,-0.60525094,0.368187013,-0.016411237
632,MERCEDES-BENZ,C 300,2023,1,1,0.745609152,36,0.083333333,26,6000,21,7,2023-05-04,0.234588321,0.368187013,0.032267805
633,MERCEDES-BENZ,C 300,2024,1,0,0.458332437,18,0.277777778,5,0,9,3,2024-03-11,-1.02517057,0.434237567,-0.016411237
634,MERCEDES-BENZ,E 350,2024,1,0,0.349755971,10,0,0,9600,7,3,2024-08-22,-1.325113163,0.328556681,-0.063842099
635,MERCEDES-BENZ,E 450,2022,1,0,0.450626197,16,0,5,400,7,2,2022-04-11,-1.02517057,0.429834197,-0.043091097
636,MERCEDES-BENZ,E 450,2023,1,1,0.586050726,24,0,16,600,6,3,2023-06-20,-0.365296865,0.427632511,-0.154959281
637,MERCEDES-BENZ,EQB 250+,2023,1,0,0.350423606,25,0,5,21500,0,1,2025-05-21,-1.02517057,0.197556415,-0.229850115
638,MERCEDES-BENZ,EQB 300 4MATIC,2023,1,1,0.621664594,62,0.016129032,20,10000,7,4,2023-11-21,-0.125342791,0.32415331,-0.142477475
639,MERCEDES-BENZ,EQB 350 4MATIC,2023,1,0,0.420551936,14,0,6,0,0,4,2025-05-12,-0.965182052,0.434237567,-0.229850115
640,MERCEDES-BENZ,EQE 350+,2024,1,0,0.494858816,13,0.307692308,11,0,0,2,2025-03-24,-0.665239459,0.434237567,-0.229850115
641,MERCEDES-BENZ,EQS 450,2022,1,1,0.592188881,47,0.106382979,16,23000,13,1,2022-02-07,-0.365296865,0.181043777,0.116988061
642,MERCEDES-BENZ,EQS 450+,2022,1,0,0.494858816,16,0.5625,11,0,0,2,2023-12-22,-0.665239459,0.434237567,-0.229850115
643,MERCEDES-BENZ,EQS 450+,2023,1,0,0.487841311,15,0.2,12,8000,0,3,2024-06-06,-0.60525094,0.346170162,-0.229850115
644,MERCEDES-BENZ,EQS 580,2022,1,0,0.383718708,10,0,3,0,1,1,2022-09-15,-1.145147608,0.434237567,-0.203170255
645,MERCEDES-BENZ,EQS 580,2023,1,1,0.554628218,14,0.214285714,15,0,0,1,2024-07-01,-0.425285384,0.434237567,-0.229850115
646,MERCEDES-BENZ,EQS450,2023,1,0,0.43787642,19,0.052631579,5,4000,14,3,2022-12-03,-1.02517057,0.390203864,-0.055104835
647,MERCEDES-BENZ,EQS450+,2023,0,0,0.475455728,15,0,7,0,13,,2023-04-10,-0.905193533,0.434237567,-0.067586641
648,MERCEDES-BENZ,GLB 250,2022,0,0,0.418535522,25,0.16,5,150,2,,2022-09-22,-1.02517057,0.432586303,-0.176490395
649,MERCEDES-BENZ,GLB 250,2023,0,0,0.359243694,12,0,5,18000,0,,2025-01-02,-1.02517057,0.236085905,-0.229850115
