,MAKE,MODEL,YEAR,Recall,Predict_Recall,Probability_Recall,complaint_count,crash_ratio,keybert_safety_score,median_mileage,complaints_first_12m,recall_count,first_complaint_date,shap_keybert_safety_score,shap_median_mileage,shap_complaints_first_12m_ratio
650,MERCEDES-BENZ,GLC 300,2022,1,1,0.706035212,77,0.12987013,23,5742,9,2,2021-12-29,0.054622765,0.371027187,0.010268622
651,MERCEDES-BENZ,GLC 300,2023,1,1,0.840807432,99,0.04040404,29,4000,52,9,2023-06-05,0.414553877,0.390203864,0.419203781
652,MERCEDES-BENZ,GLC 300,2024,1,1,0.515674511,31,0.064516129,12,49587,24,6,2023-11-16,-0.60525094,-0.111637236,0.339320224
653,MERCEDES-BENZ,GLC 300,2025,1,1,0.504309901,25,0.24,3,2000,22,3,2025-01-14,-1.145147608,0.412220716,0.309880379
654,MERCEDES-BENZ,GLC 300 4MATIC,2023,1,0,0.406007135,11,0,5,0,0,3,2025-05-31,-1.02517057,0.434237567,-0.229850115
655,MERCEDES-BENZ,GLC 300 4MATIC,2025,1,0,0.438584583,11,0,6,0,3,3,2025-06-25,-0.965182052,0.434237567,-0.156250502
656,MERCEDES-BENZ,GLC 350 E 4MATIC,2025,1,0,0.417072388,14,0,4,6000,7,1,2024-12-11,-1.085159089,0.368187013,-0.058117685
657,MERCEDES-BENZ,GLE 350,2022,1,1,0.533313489,46,0.02173913,12,6000,6,4,2022-03-11,-0.60525094,0.368187013,-0.069770957
658,MERCEDES-BENZ,GLE 350,2023,1,0,0.458545162,26,0.076923077,9,8000,5,2,2023-04-06,-0.785216496,0.346170162,-0.167441086
659,MERCEDES-BENZ,GLE 350 4MATIC,2024,1,0,0.323864404,10,0,5,32300,0,1,2025-10-29,-1.02517057,0.078665418,-0.229850115
660,MERCEDES-BENZ,GLE 400 E,2024,0,0,0.443481034,23,0,4,0,9,,2024-02-02,-1.085159089,0.434237567,-0.016411237
661,MERCEDES-BENZ,GLE 450,2022,1,1,0.503182846,20,0.05,10,6067.5,6,8,2022-05-27,-0.725227977,0.367443944,-0.069770957
662,MERCEDES-BENZ,GLE 450,2023,1,0,0.333308707,12,0,2,20000,7,3,2023-03-09,-1.205136126,0.214069054,-0.142477475
663,MERCEDES-BENZ,GLE 450,2024,1,0,0.477769617,11,0.272727273,9,1779,3,2,2024-06-09,-0.785216496,0.414653578,-0.158703822
664,MERCEDES-BENZ,GLE 450 4MATIC,2026,1,1,0.550232332,10,0,5,0,6,1,2025-12-16,-1.02517057,0.434237567,0.352255914
665,MERCEDES-BENZ,GLE 450E 4MATIC,2025,1,0,0.430921111,21,0.047619048,2,5550,14,1,2024-10-22,-1.205136126,0.373140805,0.113614745
666,MERCEDES-BENZ,GLS 450,2022,1,1,0.581889585,27,0.222222222,16,200,2,8,2022-08-29,-0.365296865,0.432035882,-0.176490395
667,MERCEDES-BENZ,GLS 450,2023,1,0,0.369539317,16,0,3,11000,7,4,2023-05-25,-1.145147608,0.313144885,-0.142477475
668,MERCEDES-BENZ,GLS 450,2024,0,1,0.503576875,18,0.5,10,0,4,,2024-04-23,-0.725227977,0.434237567,-0.134988391
669,MERCEDES-BENZ,GLS 450 4MATIC,2025,1,0,0.435643995,11,0.272727273,6,10000,7,1,2025-10-08,-0.965182052,0.32415331,-0.058117685
670,MERCEDES-BENZ,S 500,2022,1,0,0.489397177,38,0,7,2000,9,4,2022-02-04,-0.905193533,0.412220716,0.010268622
671,MERCEDES-BENZ,S 580,2022,1,1,0.605570661,45,0,17,4000,5,5,2022-04-02,-0.305308347,0.390203864,-0.096450816
672,MERCEDES-BENZ,SPRINTER 2500,2022,1,1,0.634412413,55,0.036363636,20,6800,4,7,2022-06-09,-0.125342791,0.359380272,-0.123130676
673,MERCEDES-BENZ,SPRINTER 2500,2023,1,1,0.546418357,26,0,14,2100,4,7,2023-03-15,-0.485273903,0.411119873,-0.179922892
674,MERCEDES-BENZ,SPRINTER 2500,2024,1,1,0.528846865,15,0,13,5000,3,4,2024-03-24,-0.545262421,0.379195439,-0.158703822
675,MERCEDES-BENZ,SPRINTER 3500,2022,1,0,0.378592363,12,0,4,5000,0,6,2023-09-26,-1.085159089,0.379195439,-0.229850115
676,MERCEDES-BENZ,SPRINTER 3500,2023,1,0,0.349884723,25,0,8,46000,7,6,2023-01-19,-0.845205014,-0.072150013,-0.142477475
677,MERCEDES-BENZ,EQE 350 4MATIC,2023,0,0,0.392154072,14,0.214285714,4,3200,3,,2023-04-26,-1.085159089,0.399010605,-0.192404698
678,MINI,COUNTRYMAN,2025,1,1,0.775566928,32,0.125,12,0,9,2,2024-08-09,-0.60525094,0.434237567,0.970743569
679,MITSUBISHI,ECLIPSE CROSS,2024,0,0,0.432167678,12,0.5,6,28000,3,,2024-02-21,-0.965182052,0.126001649,0.125881347
680,MITSUBISHI,MIRAGE G4,2023,0,0,0.336163292,11,0,0,0,0,,2024-06-17,-1.325113163,0.434237567,-0.229850115
681,MITSUBISHI,MIRAGE G4,2024,0,0,0.462278539,11,0,1,22000,6,,2024-03-13,-1.265124645,0.192052203,0.481612809
682,MITSUBISHI,OUTLANDER,2022,1,1,0.964780528,306,0.075163399,36,9000,104,7,2021-06-21,0.834473507,0.335161736,1.70037973
683,MITSUBISHI,OUTLANDER,2023,1,1,0.868037213,62,0.064516129,21,20000,15,2,2023-04-04,-0.065354272,0.214069054,1.294713293
684,MITSUBISHI,OUTLANDER,2024,1,1,0.627143704,29,0.137931034,7,4500,7,1,2024-06-05,-0.905193533,0.384699651,0.600189963
685,MITSUBISHI,OUTLANDER,2025,0,1,0.677943362,16,0.3125,5,19000,10,,2025-07-24,-1.02517057,0.225077479,1.104142867
686,MITSUBISHI,OUTLANDER SPORT,2022,1,0,0.410237639,21,0,5,3467,3,1,2022-09-12,-1.02517057,0.396071355,-0.174170408
687,MITSUBISHI,OUTLANDER SPORT,2023,0,0,0.457002342,14,0,0,15,5,,2023-04-14,-1.325113163,0.43407244,0.278337688
688,NISSAN,ALTIMA,2022,0,0,0.461621324,52,0.153846154,13,30300,7,,2022-07-18,-0.545262421,0.10068227,-0.149523655
689,NISSAN,ALTIMA,2023,0,1,0.598327568,36,0.277777778,18,5300,8,,2023-02-23,-0.245319828,0.375892911,-0.172358161
690,NISSAN,ALTIMA,2024,1,1,0.665564298,58,0.224137931,21,9136.5,21,1,2023-10-16,-0.065354272,0.333659086,-0.020400749
691,NISSAN,ALTIMA,2025,1,0,0.377425655,10,0.3,2,145,6,1,2025-02-11,-1.205136126,0.432641345,-0.168281208
692,NISSAN,ARIYA,2023,1,1,0.634505137,68,0.088235294,19,5982,22,4,2023-06-14,-0.18533131,0.368385165,-0.071747243
693,NISSAN,ARMADA,2022,0,0,0.391625388,12,0.166666667,4,0,0,,2023-05-22,-1.085159089,0.434237567,-0.229850115
694,NISSAN,ARMADA,2023,0,0,0.406007135,10,0.3,5,0,0,,2024-06-07,-1.02517057,0.434237567,-0.229850115
695,NISSAN,ARMADA,2025,1,0,0.431263199,29,0.206896552,9,16097,4,1,2025-03-04,-0.785216496,0.257034939,-0.188804177
696,NISSAN,FRONTIER,2022,1,1,0.879320963,188,0.117021277,32,2000,67,6,2021-10-18,0.594519432,0.412220716,0.538988851
697,NISSAN,FRONTIER,2023,1,1,0.684962802,107,0.074766355,23,11250,28,1,2022-12-15,0.054622765,0.310392778,-0.028628278
698,NISSAN,FRONTIER,2024,1,1,0.531720238,26,0,12,1100,10,3,2024-04-19,-0.60525094,0.422128299,-0.130112322
699,NISSAN,KICKS,2022,0,1,0.555780949,36,0.111111111,15,10000,10,,2022-03-16,-0.425285384,0.32415331,-0.11509803
700,NISSAN,KICKS,2023,1,1,0.597017503,50,0.08,23,35000,11,1,2022-12-14,0.054622765,0.048942669,-0.150798679
701,NISSAN,KICKS,2024,1,1,0.519701878,34,0.088235294,19,40000,6,1,2024-06-16,-0.18533131,-0.006099459,-0.170007439
702,NISSAN,KICKS,2025,1,1,0.506586324,38,0.052631579,10,8000,19,4,2024-10-09,-0.725227977,0.346170162,-0.03488191
703,NISSAN,LEAF,2022,1,0,0.464046103,122,0.098360656,15,42397.5,9,4,2022-01-11,-0.425285384,-0.03249216,-0.126573239
704,NISSAN,LEAF,2023,1,0,0.486377004,27,0.37037037,11,7000,6,3,2022-12-31,-0.665239459,0.357178587,-0.18673115
705,NISSAN,MURANO,2025,1,1,0.546885107,33,0.151515152,13,3130,12,2,2025-05-16,-0.545262421,0.399781195,-0.106712301
706,NISSAN,PATHFINDER,2022,1,1,0.897899684,190,0.036842105,43,11500,35,5,2021-08-19,1.254393137,0.307640672,0.171782181
707,NISSAN,PATHFINDER,2023,1,1,0.781358092,143,0.048951049,30,14700,44,1,2022-10-10,0.474542395,0.27241371,0.086355629
708,NISSAN,PATHFINDER,2024,1,1,0.694174548,105,0.028571429,26,19000,15,2,2023-11-07,0.234588321,0.225077479,-0.080243425
709,NISSAN,PATHFINDER,2025,1,1,0.801249507,66,0.045454545,29,5000,38,1,2025-03-25,0.414553877,0.379195439,0.160086295
710,NISSAN,ROGUE,2022,1,1,0.750070293,348,0.037356322,36,46000,11,6,2022-04-21,0.834473507,-0.072150013,-0.103622822
711,NISSAN,ROGUE,2023,1,1,0.94656721,884,0.036199095,49,39407,146,6,2022-12-07,1.614324249,0.000428537,0.819378035
712,NISSAN,ROGUE,2024,1,1,0.774272546,242,0.02892562,33,28699,25,4,2024-05-23,0.654507951,0.118306759,0.019494368
713,NISSAN,ROGUE,2025,1,1,0.878887483,175,0.057142857,32,10830,84,3,2024-12-26,0.594519432,0.315016317,0.632114581
714,NISSAN,ROGUE,2026,1,1,0.798733796,30,0,17,915,29,1,2025-11-05,-0.305308347,0.424164857,0.81925623
715,NISSAN,ROGUE SPORT,2022,1,0,0.393319169,17,0.058823529,11,37500,0,1,2023-02-22,-0.665239459,0.021421605,-0.229850115
716,NISSAN,SENTRA,2022,1,1,0.749270638,132,0.022727273,27,30700,43,2,2022-03-20,0.294576839,0.096278899,0.263583849
717,NISSAN,SENTRA,2023,1,0,0.268799984,33,0.03030303,8,75300,4,1,2023-08-21,-0.845205014,-0.394696885,-0.201104138
718,NISSAN,SENTRA,2024,1,1,0.509720869,52,0.211538462,16,30000,9,3,2024-08-20,-0.365296865,0.103984797,-0.140086101
719,NISSAN,SENTRA,2025,1,1,0.607017305,39,0.205128205,15,8,21,3,2024-10-16,-0.425285384,0.434149499,-0.014358941
720,NISSAN,SENTRA,2026,1,0,0.443784608,11,0,1,300,11,1,2026-02-16,-1.265124645,0.430935039,0.168086775
721,NISSAN,TITAN,2022,1,0,0.393421195,21,0,5,6850,2,4,2022-06-29,-1.02517057,0.358829851,-0.206899698
722,NISSAN,TITAN,2023,1,0,0.256237697,25,0.2,5,65500,5,2,2023-05-25,-1.02517057,-0.286814313,-0.193917644
723,NISSAN,TITAN,2024,1,0,0.387040224,18,0,4,9000,8,2,2023-12-07,-1.085159089,0.335161736,-0.15005988
724,NISSAN,VERSA,2022,0,0,0.422561599,29,0,8,10150,0,,2023-03-31,-0.845205014,0.322502046,-0.229850115
725,NISSAN,VERSA,2023,1,0,0.444354127,72,0,7,11000,22,1,2023-04-23,-0.905193533,0.313144885,-0.071747243
726,NISSAN,VERSA,2024,1,1,0.836922467,156,0.019230769,21,1000,107,1,2023-10-27,-0.065354272,0.423229141,0.837344271
727,NISSAN,VERSA,2025,0,0,0.435539255,15,0.266666667,6,31.5,6,,2025-03-01,-0.965182052,0.433890801,-0.168281208
728,PORSCHE,911,2022,1,0,0.349678966,11,0,1,0,0,4,2023-04-28,-1.265124645,0.434237567,-0.229850115
729,PORSCHE,CAYENNE,2025,1,0,0.377429375,13,0.461538462,3,0,3,2,2025-11-16,-1.145147608,0.434237567,-0.229850115
730,PORSCHE,TAYCAN,2022,1,1,0.934694215,120,0.016666667,23,1825,39,12,2021-12-19,0.054622765,0.41414719,1.752082316
731,PORSCHE,TAYCAN,2023,1,1,0.531551724,33,0.181818182,14,3000,3,11,2023-09-11,-0.485273903,0.40121229,-0.229850115
732,PORSCHE,TAYCAN,2024,1,1,0.802336262,17,0,9,0,13,6,2024-04-05,-0.785216496,0.434237567,1.311652887
733,RAM,1500,2022,1,1,0.959970376,961,0.037460978,43,20000,139,15,2021-12-07,1.254393137,0.214069054,1.268533922
734,RAM,1500,2023,1,1,0.930823706,303,0.062706271,37,14000,33,10,2023-03-30,0.894462026,0.280119608,0.984543496
735,RAM,1500,2024,1,1,0.927119633,119,0.050420168,32,3500,39,5,2023-10-15,0.594519432,0.395708077,1.112749274
736,RAM,1500,2025,1,1,0.966549541,475,0.016842105,38,4768,292,6,2024-06-13,0.954450544,0.381749393,1.587180559
737,RAM,1500,2026,1,1,0.860828874,62,0.016129032,25,3900,49,3,2025-09-16,0.174599802,0.391304707,0.816000383
738,RAM,2500,2022,1,1,0.792843746,255,0.058823529,30,3250,24,12,2021-12-04,0.474542395,0.398460184,0.028863676
739,RAM,2500,2023,1,1,0.698978621,63,0.063492063,19,12000,14,8,2023-07-17,-0.18533131,0.302136459,0.285347175
740,RAM,2500,2024,1,1,0.672403861,72,0.208333333,20,10000,9,5,2024-02-02,-0.125342791,0.32415331,0.079980513
741,RAM,2500,2025,1,1,0.655357941,84,0,19,2000,33,6,2025-04-14,-0.18533131,0.412220716,-0.024500758
742,RAM,2500,2026,1,0,0.464093827,19,0,4,200,14,6,2025-10-28,-1.085159089,0.432035882,0.068964313
743,RAM,3500,2022,1,1,0.763755137,239,0.029288703,32,20667,15,12,2021-12-14,0.594519432,0.206726434,-0.068153996
744,RAM,3500,2023,1,0,0.488037622,17,0,7,7425,8,5,2023-07-12,-0.905193533,0.352500006,0.064548337
745,RAM,3500,2024,1,1,0.569188603,54,0.111111111,13,15000,10,2,2024-05-05,-0.545262421,0.269111182,0.114406139
746,RAM,3500,2025,1,1,0.548874369,71,0,13,259,16,5,2025-08-25,-0.545262421,0.431386385,-0.13028679
747,RAM,3500,2026,1,1,0.72764892,37,0.081081081,15,458,36,4,2025-12-23,-0.425285384,0.429195708,0.538529843
748,RAM,5500,2022,1,1,0.510919112,32,0.03125,13,8000,3,4,2022-03-14,-0.545262421,0.346170162,-0.197510891
749,RAM,PROMASTER,2022,1,1,0.670331168,79,0.012658228,25,26602,17,8,2022-08-17,0.174599802,0.141391428,-0.046594513
750,RAM,PROMASTER,2023,1,1,0.537595398,68,0,20,43518,3,5,2023-03-08,-0.125342791,-0.044827101,-0.119450695
751,SUBARU,ASCENT,2022,1,1,0.505560305,74,0.162162162,14,20038,12,1,2022-05-16,-0.485273903,0.213650734,-0.146421238
752,SUBARU,ASCENT,2023,1,1,0.624103243,57,0.122807018,15,0,19,3,2022-12-14,-0.425285384,0.434237567,0.057762557
753,SUBARU,ASCENT,2024,0,1,0.566589813,59,0.101694915,12,11200,30,,2024-04-16,-0.60525094,0.3109432,0.12197221
754,SUBARU,ASCENT,2025,0,0,0.362296102,11,0.090909091,0,0,9,,2025-03-17,-1.325113163,0.434237567,-0.114823175
755,SUBARU,BRZ,2022,1,0,0.371520329,12,0,2,0,5,1,2022-08-05,-1.205136126,0.434237567,-0.195088082
756,SUBARU,CROSSTREK,2022,0,1,0.584554418,41,0.170731707,22,34000,11,,2022-02-28,-0.005365754,0.059951095,-0.153373644
757,SUBARU,CROSSTREK,2023,0,1,0.661844236,51,0.196078431,21,4000,9,,2022-11-23,-0.065354272,0.390203864,-0.093612533
758,SUBARU,CROSSTREK,2024,1,1,0.772976589,127,0.102362205,25,10000,44,2,2023-09-22,0.174599802,0.32415331,0.286155962
759,SUBARU,CROSSTREK,2025,0,1,0.558446363,45,0.044444444,10,8500,32,,2025-01-04,-0.725227977,0.340665949,0.17913456
760,SUBARU,FORESTER,2022,1,1,0.809816317,133,0.082706767,30,2900,52,1,2022-02-25,0.474542395,0.402313132,0.131675019
761,SUBARU,FORESTER,2023,1,1,0.686325047,101,0.099009901,21,9000,20,1,2023-03-23,-0.065354272,0.335161736,0.072900066
762,SUBARU,FORESTER,2024,1,0,0.474920558,38,0.105263158,7,2500,16,2,2024-01-23,-0.905193533,0.406716503,-0.042211541
763,SUBARU,FORESTER,2025,1,1,0.751466761,91,0.164835165,19,2750,53,2,2024-09-02,-0.18533131,0.403964396,0.447530753
764,SUBARU,IMPREZA,2022,1,0,0.456926682,15,0,8,0,4,1,2021-11-11,-0.845205014,0.434237567,-0.202040489
765,SUBARU,IMPREZA,2024,1,1,0.566381742,50,0.06,14,3000,12,2,2023-08-11,-0.485273903,0.40121229,-0.089121185
766,SUBARU,LEGACY,2022,1,1,0.550043207,41,0.073170732,15,8000,10,2,2021-06-24,-0.425285384,0.346170162,-0.16032605
767,SUBARU,LEGACY,2023,1,0,0.425186762,11,0.181818182,6,1025,2,2,2023-02-23,-0.965182052,0.422953931,-0.199575097
768,SUBARU,LEGACY,2024,0,0,0.399390392,26,0,2,0,13,,2023-12-16,-1.205136126,0.434237567,-0.077393774
769,SUBARU,LEGACY,2025,0,0,0.38349766,10,0,2,1500,8,,2025-07-29,-1.205136126,0.417724928,-0.127603946
770,SUBARU,OUTBACK,2022,1,1,0.948812719,526,0.034220532,38,13927,212,4,2021-07-14,0.954450544,0.280923223,1.244060046
771,SUBARU,OUTBACK,2023,1,1,0.890620258,119,0.134453782,31,6000,65,2,2022-10-05,0.534530914,0.368187013,0.754087971
772,SUBARU,OUTBACK,2024,0,1,0.814353107,118,0.076271186,25,1900,58,,2023-05-27,0.174599802,0.413321558,0.450339713
773,SUBARU,OUTBACK,2025,0,1,0.857085058,94,0.095744681,29,1999,59,,2024-11-14,0.414553877,0.412231724,0.524215379
774,SUBARU,SOLTERRA,2023,1,1,0.576069109,80,0.15,14,15500,21,4,2022-12-20,-0.485273903,0.263606969,0.088037575
775,SUBARU,SOLTERRA,2024,1,0,0.455511053,25,0.04,7,0,7,2,2024-08-06,-0.905193533,0.434237567,-0.147758239
776,SUBARU,WRX,2022,1,1,0.576474354,33,0.121212121,20,19800,1,1,2022-10-27,-0.125342791,0.216270739,-0.222897708
777,SUBARU,WRX,2024,0,0,0.408439436,15,0,5,150,1,,2024-12-11,-1.02517057,0.432586303,-0.218122704
778,TESLA,CYBERTRUCK,2024,1,1,0.710422206,211,0.18957346,25,5149,35,11,2024-04-22,0.174599802,0.377555183,-0.095006059
779,TESLA,CYBERTRUCK,2025,1,1,0.538311936,29,0.137931034,13,4417.5,13,3,2025-06-28,-0.545262421,0.385607847,-0.127083248
780,TESLA,MODEL 3,2022,1,1,0.945935318,1463,0.066302119,42,4400,902,17,2021-12-04,1.194404619,0.385800494,0.8415014
781,TESLA,MODEL 3,2023,1,1,0.865519866,703,0.20341394,34,4000,363,11,2022-11-12,0.71449647,0.390203864,0.316926966
782,TESLA,MODEL 3,2024,1,1,0.76832054,293,0.119453925,25,13816,138,4,2024-03-25,0.174599802,0.282145158,0.301820734
783,TESLA,MODEL 3,2025,1,1,0.84768917,181,0.254143646,22,9137,149,3,2024-11-06,-0.005365754,0.333653582,0.948016281
784,TESLA,MODEL 3,2026,1,0,0.403073227,10,1,3,0,10,1,2026-01-16,-1.145147608,0.434237567,-0.122052702
785,TESLA,MODEL S,2022,1,1,0.743850983,192,0.020833333,28,2236,77,20,2022-01-06,0.354565358,0.409622727,-0.138393278
786,TESLA,MODEL S,2023,1,1,0.626891808,155,0.070967742,22,16000,37,13,2023-01-10,-0.005365754,0.258102756,-0.174118015
787,TESLA,MODEL S,2024,1,0,0.410262246,78,0.025641026,3,5000,50,6,2024-05-07,-1.145147608,0.379195439,-0.037215749
788,TESLA,MODEL X,2022,1,1,0.714597865,195,0.107692308,26,2000,51,22,2022-03-11,0.234588321,0.412220716,-0.169274807
789,TESLA,MODEL X,2023,1,1,0.763834413,257,0.112840467,30,1471,47,17,2023-01-06,0.474542395,0.418044173,-0.159055286
790,TESLA,MODEL X,2024,1,1,0.521400743,40,0.1,12,0,12,8,2024-03-25,-0.60525094,0.434237567,-0.183617867
791,TESLA,MODEL X,2025,1,1,0.522559272,17,0.117647059,12,6150,15,3,2025-01-28,-0.60525094,0.366535749,-0.111272961
792,TESLA,MODEL Y,2022,1,1,0.934339001,1510,0.098013245,42,8607,767,19,2021-11-22,1.194404619,0.339488047,0.681154998
793,TESLA,MODEL Y,2023,1,1,0.958183539,1852,0.154427646,40,4400,970,16,2022-11-18,1.074427581,0.385800494,1.231234647
794,TESLA,MODEL Y,2024,1,1,0.913830786,509,0.206286837,32,7608,313,5,2024-02-09,0.594519432,0.350485465,0.976041014
795,TESLA,MODEL Y,2025,1,1,0.845354811,165,0.339393939,29,5828.5,89,3,2024-11-29,0.414553877,0.370074958,0.473707665
796,TESLA,MODEL Y,2026,1,1,0.944931394,398,0.206030151,28,4900,176,6,2025-05-05,0.354565358,0.380296281,1.667384348
797,TOYOTA,4RUNNER,2022,1,1,0.577911223,55,0.090909091,15,200,14,3,2021-12-08,-0.425285384,0.432035882,-0.132832443
798,TOYOTA,4RUNNER,2023,1,1,0.541218069,41,0.243902439,15,9000,12,1,2023-02-07,-0.425285384,0.335161736,-0.184915614
799,TOYOTA,4RUNNER,2024,1,0,0.403118961,11,0.181818182,5,2038,3,1,2024-05-03,-1.02517057,0.411802395,-0.219404493
800,TOYOTA,4RUNNER,2025,1,1,0.535768711,48,0.041666667,12,925,31,1,2025-04-04,-0.60525094,0.424054773,-0.115770715
801,TOYOTA,AVALON,2022,0,0,0.382326721,10,0.2,3,0,3,,2022-11-17,-1.145147608,0.434237567,-0.209060614
802,TOYOTA,BZ,2026,0,0,0.406655789,10,0,3,0,10,,2026-01-21,-1.145147608,0.434237567,-0.107184093
803,TOYOTA,BZ4X,2023,1,0,0.35764659,23,0.043478261,7,30550,3,4,2022-12-06,-0.905193533,0.097930163,-0.218616489
804,TOYOTA,BZ4X,2024,1,0,0.412332439,37,0.108108108,7,9787,4,3,2024-05-27,-0.905193533,0.326498105,-0.215922619
805,TOYOTA,BZ4X,2025,1,0,0.371136967,11,0.181818182,2,0,9,2,2025-11-20,-1.205136126,0.434237567,-0.196730289
806,TOYOTA,CAMRY,2022,1,1,0.73820129,82,0.219512195,34,40000,17,1,2021-12-30,0.71449647,-0.006099459,-0.112042942
807,TOYOTA,CAMRY,2023,1,1,0.598266861,81,0.197530864,22,27000,15,2,2022-12-26,-0.005365754,0.137010074,-0.173681989
808,TOYOTA,CAMRY,2024,1,1,0.710414283,68,0.102941176,25,5555,40,1,2024-02-12,0.174599802,0.373085762,-0.090575154
809,TOYOTA,CAMRY,2025,1,1,0.819154816,175,0.125714286,32,7100,95,1,2024-06-05,0.594519432,0.356077745,0.119748046
810,TOYOTA,CAMRY HYBRID,2026,1,1,0.739045843,70,0.214285714,15,2250,69,2,2025-11-17,-0.425285384,0.409468609,0.616545432
811,TOYOTA,COROLLA,2022,0,1,0.740532784,118,0.152542373,28,12500,27,,2021-10-04,0.354565358,0.296632246,-0.042744605
812,TOYOTA,COROLLA,2023,1,1,0.643019092,116,0.137931034,28,55000,52,3,2022-12-17,0.354565358,-0.171225844,-0.035133946
813,TOYOTA,COROLLA,2024,1,1,0.682573872,89,0.213483146,25,15311,33,2,2023-10-29,0.174599802,0.265687562,-0.114948272
814,TOYOTA,COROLLA,2025,0,1,0.60766673,38,0.368421053,19,8000,18,,2024-11-18,-0.18533131,0.346170162,-0.163610463
815,TOYOTA,COROLLA,2026,1,1,0.511323613,12,0.916666667,10,824.5,11,1,2025-11-07,-0.725227977,0.42516112,-0.094917491
816,TOYOTA,COROLLA CROSS,2022,1,1,0.534662061,72,0.125,19,31000,3,2,2022-08-24,-0.18533131,0.092976372,-0.209060614
817,TOYOTA,COROLLA CROSS,2023,1,1,0.894345265,345,0.031884058,32,2900,248,4,2023-01-07,0.594519432,0.402313132,0.698796228
818,TOYOTA,COROLLA CROSS,2024,0,1,0.506585815,58,0.189655172,24,76385,31,,2024-03-07,0.114611284,-0.406641027,-0.12191202
819,TOYOTA,COROLLA CROSS,2025,0,0,0.417800927,26,0,5,3600,24,,2025-01-14,-1.02517057,0.394607235,-0.141530579
820,TOYOTA,COROLLA CROSS,2026,0,1,0.5070323,22,0,8,400,19,,2025-12-16,-0.845205014,0.429834197,0.003215326
821,TOYOTA,CROWN,2023,1,0,0.311634933,28,0.142857143,5,37425,0,4,2024-03-02,-1.02517057,0.022247237,-0.229850115
822,TOYOTA,CROWN,2024,1,0,0.398501717,21,0.047619048,5,5998.5,10,3,2024-06-25,-1.02517057,0.368203526,-0.195031374
823,TOYOTA,CROWN SIGNIA,2025,1,0,0.371873315,17,0.176470588,3,6500,13,3,2024-11-24,-1.145147608,0.3626828,-0.182010366
824,TOYOTA,GR COROLLA,2023,1,0,0.394305089,18,0,4,0,3,2,2023-11-27,-1.085159089,0.434237567,-0.218616489
825,TOYOTA,GR COROLLA,2025,1,0,0.382631495,16,0,3,0,6,1,2025-07-28,-1.145147608,0.434237567,-0.207770231
826,TOYOTA,GR86,2022,1,0,0.432809504,25,0.08,9,19350,12,1,2022-04-08,-0.785216496,0.22122453,-0.146692111
827,TOYOTA,GR86,2023,1,0,0.284196421,11,0,2,33000,0,1,2022-10-01,-1.205136126,0.07095952,-0.229850115
828,TOYOTA,GRAND HIGHLANDER,2024,1,1,0.833695774,287,0.031358885,33,15227.5,138,4,2023-08-26,0.654507951,0.266606765,0.250648499
829,TOYOTA,GRAND HIGHLANDER,2025,1,1,0.68604215,59,0,24,10000,36,3,2025-03-29,0.114611284,0.32415331,-0.097370812
830,TOYOTA,GRAND HIGHLANDER,2026,1,0,0.492800851,15,0,8,0,14,1,2025-11-05,-0.845205014,0.434237567,-0.058117685
831,TOYOTA,HIGHLANDER,2022,1,1,0.846211898,276,0.079710145,37,16390.5,50,5,2021-11-24,0.894462026,0.253803966,0.116641569
832,TOYOTA,HIGHLANDER,2023,1,1,0.778489298,210,0.09047619,34,28000,55,9,2023-02-14,0.71449647,0.126001649,-0.023900321
833,TOYOTA,HIGHLANDER,2024,1,1,0.569587808,51,0.176470588,18,13357,8,7,2024-03-31,-0.245319828,0.287198025,-0.201995122
834,TOYOTA,HIGHLANDER HYBRID,2022,1,0,0.29198383,10,0,3,35000,0,4,2023-07-27,-1.145147608,0.048942669,-0.229850115
835,TOYOTA,HIGHLANDER HYBRID,2023,1,0,0.350003551,10,0,2,6000,2,6,2023-06-27,-1.205136126,0.368187013,-0.222361031
836,TOYOTA,LAND CRUISER HYBRID,2024,1,1,0.573106082,40,0,16,4000,17,3,2024-09-13,-0.365296865,0.390203864,-0.170658256
837,TOYOTA,LAND CRUISER HYBRID,2025,1,1,0.539228872,28,0,15,13000,22,3,2025-01-30,-0.425285384,0.291128033,-0.148890541
838,TOYOTA,MIRAI,2022,1,0,0.303137874,19,0.210526316,6,46500,0,1,2023-02-22,-0.965182052,-0.077654226,-0.229850115
839,TOYOTA,MIRAI,2023,1,0,0.377429375,12,0,3,0,0,2,2024-01-10,-1.145147608,0.434237567,-0.229850115
840,TOYOTA,PRIUS,2022,1,0,0.479775257,27,0.185185185,15,29800,4,1,2021-10-14,-0.425285384,0.106186482,-0.20213078
841,TOYOTA,PRIUS,2023,1,1,0.542555227,22,0.090909091,14,0,3,4,2023-06-10,-0.485273903,0.434237567,-0.218616489
842,TOYOTA,PRIUS,2024,1,0,0.438246784,30,0.333333333,7,3000,13,4,2024-03-03,-0.905193533,0.40121229,-0.184585752
843,TOYOTA,PRIUS,2025,1,0,0.448266365,27,0.111111111,9,12450,19,2,2025-03-13,-0.785216496,0.297182667,-0.159930482
844,TOYOTA,PRIUS PRIME,2022,1,0,0.413129849,11,0.363636364,7,12000,6,1,2021-11-19,-0.905193533,0.302136459,-0.188271113
